사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Jun-19,경인선,1807,백운,108,2,8634,1829,15865,3894,33148,7271,33050,16320,21359,10111,17216,7853,15843,8772,15902,10065,13596,11506,12301,12025,11941,13650,12200,16812,14001,22033,12813,26776,8002,27566,6861,18051,6912,17043,4749,14997,2705,12183,315,3507,0,0,0,0,0,0
Jun-19,경인선,1808,동암,769,2,22804,4777,32699,10364,65373,16435,66124,20108,41521,17408,32669,17566,30011,18308,30114,20005,28432,20504,25465,23843,23473,28758,25918,32569,29103,47805,28826,61644,19627,58693,16084,41488,14844,38575,11539,35309,6318,25837,592,7130,0,0,0,0,0,0
Jun-19,경인선,1809,주안,1124,8,16041,4150,28840,11405,70560,24513,65924,39129,42793,31548,35218,24122,36727,23821,41585,29551,38412,27033,36308,29554,38344,30365,41553,36463,48474,48622,48003,66114,32795,68379,29168,43723,28473,39096,23837,37174,13094,28557,1102,8119,0,0,0,0,0,0
Jun-19,경인선,1810,제물포,942,5,7843,2171,14476,6105,39414,15108,36670,34905,22140,20095,16669,12375,16789,10921,17804,13269,17950,14210,16477,12805,20909,13726,26079,18160,25916,22189,26618,29329,14199,28682,10050,19207,9029,18446,5964,17860,2862,13993,136,4653,0,0,0,0,0,0
Jun-19,경인선,1811,동인천,1747,27,9720,1820,17991,12395,46260,26571,39164,40792,26549,24978,24601,24620,25208,27847,28925,28098,29721,28536,29088,26435,35367,26246,37246,29772,43125,33227,51095,40052,27504,39235,21048,27336,15978,21446,10919,21681,4408,16169,15,5932,0,0,0,0,0,0
Jun-19,경인선,1812,인천,411,3,1333,761,3055,3601,6187,6457,5826,9723,4490,6818,4151,8510,5384,13167,7950,12364,9493,11132,12066,9795,14038,8153,15281,6671,16640,5747,15824,5288,8361,3516,6972,2960,5431,2207,3054,1678,933,1432,4,1229,0,5,0,0,0,0
Jun-19,경인선,1813,구일,269,2,4059,1562,9718,3904,27807,8823,25092,16660,14536,11675,11484,7022,10192,5921,10648,7395,9851,8182,8897,9732,10169,12884,13363,18139,12353,20561,14418,31953,10409,23947,12231,13426,16135,12468,8231,11464,2443,7590,75,1229,0,0,0,0,0,0
Jun-19,경인선,1814,소사,1222,13,18242,3680,16975,9633,39004,9917,36756,18865,25678,14110,20709,14045,18563,14211,19526,16031,18664,15708,17683,14649,17922,16573,19111,19328,20332,24896,18337,30484,12190,30873,9372,20369,7635,18897,5705,19303,2842,12730,187,3870,0,0,0,0,0,0
Jun-19,경인선,1815,부개,1899,13,10574,2656,17560,4974,43213,6626,38753,13663,24002,8305,18007,7372,15704,8456,15613,9933,14518,11133,12423,11866,11671,15011,12925,18989,14007,21820,14338,31289,9025,29300,6784,19084,5624,19673,4026,17685,2282,11411,373,3684,0,0,0,0,0,0
Jun-19,경인선,1816,간석,418,26,6366,1047,12561,2879,26807,4419,25292,10046,14875,6808,11636,6294,10791,6383,10966,7280,10542,7881,8839,8613,8539,9989,9681,12498,10576,16259,10924,21373,7048,20947,5431,13994,5019,12607,3825,11652,2178,7980,208,3273,0,0,0,0,0,0
Jun-19,경인선,1817,도원,675,19,2576,1160,4238,2184,8206,8741,7786,29935,6021,5253,5407,4837,5872,4382,7043,4754,6143,4904,5233,4861,7354,5459,15395,6751,13056,8247,10400,9873,5131,6769,4618,4906,6872,4357,1670,4244,546,3314,50,2086,0,0,0,0,0,0
Jun-19,경인선,1821,온수(성공회대입구),210,2,5379,1515,9138,5672,23609,12807,24871,17407,16373,11315,12686,8656,12337,7744,14280,8842,13261,9159,11944,9143,12354,10825,16049,13004,17156,15384,14789,23507,8344,22478,6373,14238,7088,13881,5195,12711,3073,9070,281,1824,0,0,0,0,0,0
Jun-19,경인선,1822,중동,642,5,11204,1862,18265,5391,45065,6812,37787,15595,23898,10966,17344,8399,16141,9645,16212,11061,16022,11996,13282,12524,12981,14320,14547,18076,15366,22538,15374,32214,9451,31087,7527,20388,6464,18730,4717,16926,2230,13267,297,3365,0,0,0,0,0,0
Jun-19,경인선,1823,도화,358,1,4026,2180,6879,3315,16121,4250,16695,8673,9300,4150,7654,4228,7032,4097,6798,5087,6481,5445,5636,5590,5906,6521,8555,7844,8755,9108,7904,10631,4386,9903,3179,7131,2221,6692,1550,5728,973,4796,43,2010,0,0,0,0,0,0
Jun-19,경원선,1008,이촌(국립중앙박물관),81,20,1380,830,4055,2439,9043,4627,11316,8702,8797,6501,7805,4398,7347,4033,7716,4007,7893,5457,7151,5432,8098,5825,9071,6465,10874,7355,11493,9036,7207,7451,6193,5266,5942,4843,4388,5095,1658,3183,122,1062,0,0,0,0,0,0
Jun-19,경원선,1009,서빙고,45,0,929,602,1722,2437,3231,4299,3955,8773,3578,4661,3564,3729,3119,2577,3495,2657,4147,3728,3579,2468,4841,3427,4661,3793,6037,4055,7095,4562,3328,4037,3081,2489,3125,2004,1980,1902,554,1322,46,440,0,0,0,0,0,0
Jun-19,경원선,1010,한남,195,0,2245,830,3170,5385,5337,9545,7353,15225,6253,13039,5655,7413,6427,6047,7025,6268,6682,7236,7054,5809,8566,6171,10455,7264,13861,7964,16520,9516,8944,7047,6800,4534,5904,4439,5060,3472,2496,2329,152,918,0,0,0,0,0,0
Jun-19,경원선,1011,옥수,2,0,5,4,14,77,39,19,59,236,64,34,12,162,28,208,12,80,9,54,36,17,16,25,410,16,488,16,33,47,334,23,14,15,22,20,8,13,43,0,2,1,0,0,0,0,0,0
Jun-19,경원선,1012,응봉,145,0,1399,317,3327,1240,7332,1928,8340,2453,5719,1367,3775,1435,3443,1439,2963,1790,2803,2320,2337,2727,2665,3239,3045,3932,3174,4368,2973,5490,2027,5567,1427,3366,1293,3182,876,2633,320,2026,25,613,0,0,0,0,0,0
Jun-19,경원선,1013,왕십리(성동구청),877,5,5657,993,9277,5717,26949,12908,41809,25384,26759,22041,17390,21236,18472,24573,21893,27572,25319,30368,26522,29848,29069,32184,34658,37331,36455,45222,37208,72059,30014,58035,29437,34757,34998,28922,33625,27924,16779,15713,1829,6405,0,0,0,0,0,0
Jun-19,경원선,1014,청량리(서울시립대입구),1119,7,7176,1367,8801,12128,29484,16407,34313,25358,32108,37062,32705,29576,27127,38784,31830,35876,34767,35244,36155,36319,38812,38996,37161,40759,40008,39526,36152,52529,30707,43256,35825,24020,18713,21019,14255,17913,5874,11056,347,4706,0,1,0,0,0,0
Jun-19,경원선,1016,외대앞,620,6,5973,1829,9342,4117,21186,6306,26964,25008,18691,15616,15211,18795,15244,16514,16658,16868,18614,13940,19203,16435,19932,14768,22749,16437,25227,20680,21332,25974,14408,23582,13101,16241,13165,15512,10896,16046,6483,13309,371,3897,0,0,0,0,0,0
Jun-19,경원선,1017,신이문,1454,2,9498,1838,16387,3724,42344,4772,45179,9229,26706,6138,18661,6353,15382,7330,15136,8595,14019,10316,11883,11515,11290,14598,11259,17676,11086,22373,11061,31731,8046,29140,5479,19143,3943,16767,2903,17838,1456,11509,126,2937,0,0,0,0,0,0
Jun-19,경원선,1018,석계,1419,12,7720,2658,14700,5523,28497,7165,33063,12752,24426,9504,19852,9202,17754,10269,16896,12170,16782,13002,15142,15277,15037,17665,15394,21638,16266,29502,14990,39832,11041,35075,8876,23562,8527,21299,7134,20353,3743,13272,281,3305,0,0,0,0,0,0
Jun-19,경원선,1019,광운대,2091,9,6863,2032,14179,3908,35685,7511,32404,17793,19619,13488,14884,12144,13669,13815,14331,12202,14862,13811,14267,14389,14401,13502,17219,15980,18359,18836,15452,26523,9751,24645,8905,16701,8272,14132,7293,14176,3995,11751,392,6484,0,0,0,0,0,0
Jun-19,경원선,1020,월계,987,16,5782,1696,8123,3770,19743,9229,21382,12696,15262,13073,12538,10069,12071,7580,12357,9490,11254,10685,10510,9768,12896,10265,17433,12515,15210,14016,12101,18160,8132,16309,6422,11350,6062,9450,4595,8999,1906,6565,149,1566,0,0,0,0,0,0
Jun-19,경원선,1021,녹천,1077,11,4997,1158,8785,2018,22348,4418,22144,5321,13928,3505,9959,4103,8583,3566,8732,4453,7471,4781,6483,5444,5930,6620,7395,8744,7321,10033,6130,14346,3927,13929,2871,9668,2460,8391,1916,8312,780,5987,105,1760,0,0,0,0,0,0
Jun-19,경원선,1022,창동,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,3,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
Jun-19,경원선,1901,방학,548,7,12552,1668,16365,5592,34607,9153,34005,21010,23845,12965,19044,11813,17320,11122,19474,12617,17708,13860,15748,15443,14944,18003,16613,22063,17407,23686,19207,32110,11123,29030,8579,19125,7051,16586,5517,13720,2201,9826,255,2419,0,0,0,0,0,0
Jun-19,경원선,1902,도봉,214,1,8510,1318,10927,3730,21569,4188,21739,12055,15597,9299,12522,8374,11709,7124,11035,7527,11147,8875,10549,9521,10341,10932,10262,13710,10665,14431,11721,18075,5977,17444,4083,11272,3268,10330,2283,8283,1142,6071,120,1565,0,0,0,0,0,0
Jun-19,경원선,1903,도봉산,151,5,7206,965,10129,3383,24987,4886,22743,9860,16252,16718,13561,19463,14046,15036,15637,12725,18237,11733,20781,11185,22818,10385,23041,10184,21312,10808,16882,11611,11046,10496,7212,6363,4742,6109,3031,5750,1255,4597,158,1983,0,0,0,0,0,0
Jun-19,경원선,1904,망월사,432,0,8311,1470,13232,4406,28310,5675,27507,24514,19870,22321,16270,15493,16899,11299,17442,11564,16621,13725,16415,12252,17446,15070,18509,16926,19892,20545,14849,24457,8744,26015,7554,17672,6735,14699,5766,13316,2925,10207,438,3155,0,0,0,0,0,0
Jun-19,경원선,1905,회룡,1071,12,15990,2014,27353,7367,59897,8181,50485,13355,36517,12724,29015,12181,25789,13886,24769,15825,21895,17008,17980,19706,16654,24261,16936,28544,15817,35944,15070,40797,9845,46710,8249,29728,6717,24091,5225,21321,2071,14825,219,5545,0,0,0,0,0,0
Jun-19,경원선,1906,의정부,2555,10,11427,2003,22863,10476,46002,16957,44848,38187,32329,43074,28333,36523,31229,40035,34994,43041,35866,46132,38323,41967,43224,40361,49151,47000,52306,51595,53365,59145,37552,59880,37147,38037,28723,31136,23476,24518,11464,17468,679,10457,1,0,0,0,0,0
Jun-19,경원선,1907,가능,513,5,8955,2085,13444,5387,26447,5497,25521,18813,18234,8894,14363,7818,12766,6793,12936,7873,11223,9237,10229,9000,9438,10561,9587,13013,13765,16347,11226,21091,7298,21455,5784,13874,5158,10922,3895,11326,1937,7836,147,2184,0,0,0,0,0,0
Jun-19,경원선,1908,녹양,303,6,5466,800,10484,2991,19742,4515,18394,9144,12327,5147,9978,4281,8655,4167,8365,5250,7772,5937,6855,5927,6561,7439,6354,8808,8592,10510,8924,15132,5219,15154,3784,10698,3065,8283,2271,10318,1157,6134,78,2297,0,0,0,0,0,0
Jun-19,경원선,1909,양주,1280,9,6553,1772,15811,6797,36199,13128,33563,13896,24729,9105,19423,8983,16837,7677,15961,10956,14884,10046,12560,12100,13177,12678,13645,16745,15127,18052,18073,25974,9998,24743,5786,18637,4707,14321,3153,16342,1073,9892,41,3995,0,1,0,0,0,0
Jun-19,경원선,1910,덕계,1,0,2194,598,5864,2197,11550,2645,11108,3353,5700,2028,4815,1713,4135,1625,3922,2593,3317,1969,3040,2629,2862,3184,3737,5355,4215,5052,3448,6731,1972,6358,1410,5575,772,3841,564,3752,301,2979,7,815,0,0,0,0,0,0
Jun-19,경원선,1911,덕정,3,0,4110,1607,9671,5445,23173,9364,25023,20276,13235,10600,12211,7264,11839,6857,11996,9156,11340,6518,9860,7737,11018,8782,13210,13903,14806,15622,14250,16807,7869,17382,5316,13405,4403,11418,3135,8929,1632,9979,206,1976,0,0,0,0,0,0
Jun-19,경원선,1912,지행,32,2,4970,231,11684,3518,24412,6103,27510,13343,18582,8479,12954,7949,13622,7506,12977,8399,12126,9998,10288,10255,10442,12777,12808,15442,12260,21725,14308,21548,8312,23291,7458,16952,6266,12246,5432,12797,2730,11241,156,3516,0,0,0,0,0,0
Jun-19,경원선,1913,동두천중앙,30,2,2658,46,6175,2747,10779,5879,11675,11469,9557,6072,6845,4912,7433,6253,8323,5606,7711,5579,6124,5802,6080,6335,7437,6351,7898,9125,8568,8581,3859,8538,2911,6295,2190,4651,1414,4726,555,3718,10,1468,0,0,0,0,0,0
Jun-19,경원선,1914,보산,38,1,1412,49,3082,1627,5235,3179,5166,3159,4911,2102,3437,1570,3572,1902,3513,2209,3197,2351,2903,2472,2927,2817,3334,3128,5458,4647,4061,4985,2475,6168,1726,3986,1177,3172,662,2825,280,1993,4,1247,0,0,0,0,0,0
Jun-19,경원선,1915,동두천,6,0,1066,10,3305,5029,5957,9755,7389,8026,5783,6567,3588,4466,3944,4160,4005,3508,3992,4172,3622,3891,4845,4541,5948,4144,6158,6391,5996,6577,3411,5773,2276,4037,1312,3079,700,3622,421,1931,4,1069,0,0,0,0,0,0
Jun-19,경원선,1916,소요산,83,0,1059,7,1540,3084,6024,3437,7738,5397,7166,4311,7558,14580,6779,15254,8430,15698,11256,9978,14077,9184,17390,6762,16883,5814,13775,7427,8822,4363,4668,2738,3021,1978,1743,2241,624,1741,188,1045,2,956,0,0,0,0,0,0
Jun-19,안산선,1751,산본,549,7,9750,2102,23727,7555,61287,15910,57193,33025,34542,26748,28536,21325,26646,23850,27708,30036,27902,32495,27118,29585,29853,32638,31144,35113,33802,46009,37080,66622,26224,64896,22416,38330,22147,31849,19357,27351,8246,19956,1645,8262,7,951,0,0,0,0
Jun-19,안산선,1752,대야미,4,0,2272,1172,6589,3996,15916,5696,17503,8674,10825,5728,8069,4839,7049,4882,7060,4972,7549,4851,7055,5411,7240,6820,7862,8016,8946,9458,10645,12718,6748,11323,4857,8222,4271,7583,2378,7535,1177,5024,340,1841,2,8,0,0,0,0
Jun-19,안산선,1753,반월,9,0,3469,1419,7314,3646,17298,4876,18753,8185,12872,4066,9696,4082,8371,4573,8217,4662,7974,5483,6477,6219,6131,8270,6863,9339,9925,11483,9725,15374,5730,11909,3927,10177,3470,9865,2221,8513,1025,5678,306,2021,0,7,0,0,0,0
Jun-19,안산선,1754,상록수,436,19,16654,3743,36478,11131,83810,17896,83517,28761,49767,24126,38263,21177,34011,19206,33617,19403,30872,23511,26686,23793,28034,28227,31217,35898,35305,46771,31703,73707,22006,68845,17097,47566,15545,44807,11659,39430,5692,26527,1191,11811,2,69,0,0,0,0
Jun-19,안산선,1755,한대앞,150,1,6468,990,14864,4183,30296,8070,27883,18977,18558,15004,15204,12581,14207,9081,14755,11781,14356,11310,13038,11980,13542,12850,15335,15780,18226,19851,17964,29667,10805,25952,9203,18577,8768,13665,7738,15002,3376,9677,557,4433,1,112,0,0,0,0
Jun-19,안산선,1756,중앙,304,3,8494,1007,23752,10078,49921,15169,43111,34799,26551,30783,24337,22623,25380,22042,27651,25919,27925,29354,26934,30120,29166,29369,33271,33775,38866,43990,38288,65071,26754,56426,27195,36578,28166,30459,25449,25709,11040,20547,1951,9531,1,297,0,0,0,0
Jun-19,안산선,1757,고잔,313,23,5275,631,13563,5045,30302,12183,22936,27187,16123,15638,14156,13634,13982,13211,13666,12361,14171,12920,14209,12095,14232,11509,16066,12510,20083,17170,21954,23758,10785,19108,9059,14905,8287,11419,6097,11438,2377,10252,414,5533,0,192,0,0,0,0
Jun-19,안산선,1758,초지,224,1,2197,329,5511,4589,12281,8623,10694,12821,7623,11231,6229,8275,5964,5750,6511,5650,5791,6456,5415,4962,6829,5149,8683,5420,11559,7188,10107,9566,5358,8770,3769,6213,2751,5321,1801,5205,636,3308,70,1567,0,84,0,0,0,0
Jun-19,안산선,1759,안산,1929,6,14025,822,16252,18365,27125,42930,29409,35966,26829,17148,23403,16292,21645,17624,22321,18374,22097,20041,21767,19098,23404,20937,26349,23683,48024,30189,51706,33987,28952,30188,26587,21686,16460,20607,7588,16648,2509,9970,324,4273,5,421,0,0,0,0
Jun-19,안산선,1760,신길온천,12,0,1791,73,3600,1418,7482,3893,6867,2616,4094,1432,3216,1557,2614,1617,2676,1663,2540,1567,2047,2028,2131,2619,2274,3261,3558,3828,4204,5467,2186,4512,1568,3384,1005,2998,565,3041,275,2092,71,1029,0,34,0,0,0,0
Jun-19,안산선,1761,정왕,309,8,6373,371,10291,10559,18799,25462,17172,30097,13593,22062,12013,16132,12123,12218,13108,12270,13101,12434,13422,12946,15766,12353,19533,12656,25968,17058,31521,21430,16907,17681,13213,14546,10230,12084,6695,11959,2588,8055,374,3512,1,510,0,0,0,0
Jun-19,안산선,1762,오이도,208,1,7185,159,18153,8785,39337,15759,32851,17059,21443,10123,17443,11263,16181,13721,16338,13225,14881,14289,14216,14567,16300,16436,18235,18077,23751,23634,21809,31013,14617,27136,10754,19754,9404,19246,7502,17906,2508,13193,171,5597,1,641,0,0,0,0
Jun-19,안산선,1763,수리산,13,2,3325,625,8890,1720,20570,4022,19944,6661,11905,4941,8525,5417,8532,3912,7535,3540,6334,4201,5428,4394,5925,5284,5780,6073,5763,8040,5922,11164,3563,11280,2382,7366,1652,6796,1376,6565,586,5080,170,1531,0,31,0,0,0,0
Jun-19,과천선,1450,선바위,1,0,1365,1200,7104,9379,22020,22237,28398,25474,20660,16178,14147,8243,12199,8356,12712,8776,13186,8679,12549,8751,12128,10308,15263,10904,24426,15120,35290,20109,17566,16043,11235,11976,9800,11144,6102,11550,2147,6315,241,2395,2,4,0,0,0,0
Jun-19,과천선,1451,경마공원,1,0,299,616,891,4060,2194,7621,3018,22111,2605,37687,2747,44042,3626,28890,5087,24813,6008,24095,9340,17879,13482,10596,22335,5967,45289,3406,96489,3359,14267,2824,4281,1473,1750,1405,2931,1388,387,953,67,377,0,1,0,0,0,0
Jun-19,과천선,1452,대공원,0,0,66,574,279,3689,1000,4783,1365,17793,1825,32189,2957,33509,5675,22034,11703,16771,11835,17333,16242,17111,21236,16080,23667,14916,24456,10444,23125,5919,12908,3180,7060,1172,10889,735,16921,756,10177,646,194,79,0,0,0,0,0,0
Jun-19,과천선,1453,과천,10,1,1672,1417,6145,12609,18808,3835,19313,8897,13382,6311,9497,5103,9358,4774,9580,4926,9184,5738,8502,6527,8600,7206,13646,8323,14114,9340,8850,13603,5034,12992,2989,8408,2411,8415,1717,9113,683,6103,142,1940,0,4,0,0,0,0
Jun-19,과천선,1454,정부과천청사,13,1,1776,2156,5352,13406,17672,26247,17594,74565,16363,28440,17252,18354,16255,17250,17397,13142,21017,14475,25022,14053,22522,14614,24037,14065,32533,17467,57235,23929,17927,20635,14772,11381,16915,9701,11418,8987,3859,5949,366,1635,0,4,0,0,0,0
Jun-19,과천선,1455,인덕원,82,2,10320,2009,28091,12825,83163,30389,80296,104489,53354,41126,40965,26136,36545,24292,37842,23879,39059,28320,33677,30710,34654,32984,39630,40425,50424,52252,82676,82224,36532,73831,28353,43245,28303,41076,20886,43168,8032,30049,1199,10247,0,0,0,0,0,0
Jun-19,과천선,1456,평촌,28,3,4827,2245,19923,9599,59520,28387,52104,78640,30456,33924,23780,18689,22200,17161,22970,17607,22494,21097,21434,19801,22835,20716,24689,25355,37071,30762,59616,47673,28886,49074,21507,26139,20329,23719,17750,22873,7144,13672,1192,6358,0,0,0,0,0,0
Jun-19,과천선,1457,범계,116,27,8363,3229,31268,11578,92954,26055,85948,62318,53448,48821,41730,35271,40029,35462,43931,38077,43956,44019,42565,42862,45292,45886,49619,53960,55697,67855,70410,100576,45763,88772,46205,48440,39814,41200,37345,39982,15010,24339,2280,11192,0,3,0,0,0,0
Jun-19,분당선,1023,선릉,31,1,1155,1220,1975,9780,4011,40062,6697,131926,6478,81249,7224,34370,9240,24841,11264,23440,13236,25119,13794,20451,16667,17907,24644,16677,32300,22627,67758,25741,30626,17332,20260,8920,19460,7166,17907,6157,6167,4451,336,909,0,0,0,0,0,0
Jun-19,분당선,1024,한티,21,0,2143,1093,7730,8493,20753,23446,26757,46565,19497,45195,15757,28189,17626,21840,22332,25719,23014,30882,22054,24026,25199,22784,30695,28353,38314,35647,43824,34543,29842,27572,34588,16940,24231,14094,28083,13888,6068,9129,289,1022,0,0,0,0,0,0
Jun-19,분당선,1025,도곡,36,0,1238,1205,3441,5534,8938,15035,13413,28164,10707,19337,9455,9109,10552,9617,10682,9325,11549,10716,12166,9530,13202,9656,16308,11252,19580,11569,25215,13806,13370,11395,9346,7930,8525,7608,6280,6769,1891,4644,103,751,0,0,0,0,0,0
Jun-19,분당선,1026,구룡,4,0,437,396,1342,2558,3221,8716,4659,5429,3906,2734,3060,1839,3298,1874,3167,2185,3067,2138,2506,2253,2945,2411,6920,2820,5023,2953,4881,3514,2281,3251,1238,2137,2473,2124,637,1871,232,1844,19,213,0,0,0,0,0,0
Jun-19,분당선,1027,개포동,1,0,684,459,2582,7602,7214,5818,8095,9038,5708,6740,4793,6472,4829,3435,6016,4131,5791,5005,5182,4436,5890,4690,8814,5491,10859,6228,8021,8383,4704,7199,3765,4987,3739,4609,2928,4873,1141,3120,32,522,0,0,0,0,0,0
Jun-19,분당선,1028,대모산입구,9,1,2189,1299,3674,4427,9754,3990,11830,8420,7934,5020,6037,3922,5780,3537,5449,4039,5409,4201,4801,4466,5646,5310,6003,5753,7391,6021,8034,7796,3710,6487,2718,4949,2174,4603,1407,4976,556,2799,28,565,0,0,0,0,0,0
Jun-19,분당선,1030,수서,97,0,3551,3131,7396,13707,24830,27559,39488,44925,27304,29149,26280,19625,21389,16784,25174,20956,24107,21359,17184,19760,25689,21581,29224,26768,33410,31418,44716,41062,21867,32682,21739,22362,16046,20019,16178,17533,9313,9308,219,1613,1,0,0,0,0,0
Jun-19,분당선,1031,복정,0,0,0,0,0,0,0,0,3,0,1,0,2,0,2,0,0,0,1,0,1,0,2,0,0,0,2,0,4,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Jun-19,분당선,1846,수원,1007,15,4383,590,8833,3539,27550,7802,31161,11897,17963,9592,11211,6998,10671,7176,11418,9246,11504,9741,11486,8810,12713,9292,16075,12588,19143,15604,21179,22334,17089,19747,15748,11781,14194,8469,13002,7495,5921,4388,188,2244,0,1,0,0,0,0
Jun-19,분당선,1847,서울숲,86,0,2265,548,5739,11463,14352,10231,23624,29697,16303,21278,9107,12900,8963,12650,10065,12790,11420,15538,12602,15044,14922,14773,21056,14479,26868,15576,33324,21888,18849,17322,12769,10341,9957,9086,6525,9561,2313,5232,59,1176,0,0,0,0,0,0
Jun-19,분당선,1848,압구정로데오,122,1,1946,771,3615,10180,5798,22279,9109,70057,8162,89851,8857,46918,13644,36244,18373,32872,21368,33988,25563,31796,31341,30252,37085,28546,48575,33407,77947,38588,59515,27187,51826,11720,34050,8226,27149,7176,11102,4186,395,844,0,0,0,0,0,0
Jun-19,분당선,1849,강남구청,24,0,1524,610,2777,5099,7721,14033,10655,52847,9646,38854,9045,20347,10745,15404,11061,15371,13755,17200,14424,16385,16738,15694,16878,15875,22745,16993,48465,20763,25333,16046,15720,8889,14421,7550,10957,7106,4469,4793,117,952,0,1,0,0,0,0
Jun-19,분당선,1850,선정릉,9,1,1065,664,2238,4255,4634,11325,8242,49860,6896,41663,6263,16129,7937,11874,10477,10850,10733,10826,11481,9904,11788,9117,13671,9170,19201,10357,41100,12023,23439,8440,12957,5013,11492,4665,9089,4292,3420,2998,138,723,0,0,0,0,0,0
Jun-19,분당선,1851,가천대,34,3,5545,820,6895,4323,18370,6566,26819,28386,16621,29259,11824,23231,13424,13068,15981,17550,15787,17189,17334,13371,20614,12466,23108,13856,22507,17145,18459,24889,12069,22099,10448,16254,9435,17423,9241,18156,5776,14052,342,2182,0,0,0,0,0,0
Jun-19,분당선,1852,태평,154,16,15913,2466,21304,6277,44359,8664,65832,17554,45474,13673,27020,12994,22397,14347,22525,14685,22095,17590,20115,18259,19140,25848,19322,27952,21270,35379,21691,50067,13450,40654,10441,28837,8739,31712,6161,28838,2760,16589,253,2923,0,0,0,0,0,0
Jun-19,분당선,1853,모란,314,16,15861,3281,23776,12214,57616,23852,78018,36999,57688,32165,39232,29506,36733,32946,38854,33773,40015,37189,37030,36243,36807,44780,39776,46340,43785,52609,46256,72927,29529,57958,21689,41684,20501,40990,15970,34969,8245,24435,752,3488,0,0,0,0,0,0
Jun-19,분당선,1854,야탑,231,12,8352,3877,20408,17059,56983,40521,70465,95211,50152,62313,42562,42599,43311,43000,44981,45260,46500,46175,46083,50354,49586,47620,57238,55368,65949,62962,90539,83345,53794,70502,41501,43950,38712,37482,29462,36193,12080,23438,898,5023,0,1,0,0,0,0
Jun-19,분당선,1855,서현,413,20,6314,3583,14011,12054,36027,38578,44654,83797,34405,77321,32047,53108,34653,45978,39450,44536,41531,49495,45786,47837,51057,49653,54707,49720,69296,60374,96760,74082,62795,60013,60917,34616,53391,29128,42642,25018,18362,15912,1388,2566,0,0,0,0,0,0
Jun-19,분당선,1856,수내,224,3,2918,1722,7405,5521,18633,15486,25356,53561,18790,42613,15641,22536,17284,20371,19773,22501,22719,21294,24129,22467,25811,21096,26064,24343,33636,26877,50442,33792,28518,24700,29755,15746,22798,13487,20047,12534,5626,7852,401,1823,0,0,0,0,0,0
Jun-19,분당선,1857,정자,418,5,3782,1065,11009,11190,29930,23427,36844,63833,28343,47693,21392,25744,21283,20677,22941,20397,23430,21627,23613,22269,25811,23226,27105,26751,39355,34479,56979,50644,34044,42952,25941,28158,27516,24249,25845,23482,11264,14129,1623,4563,0,0,0,0,0,0
Jun-19,분당선,1858,미금,586,5,4205,895,12706,12816,28350,20808,36213,47887,29723,39758,27543,26818,29613,26604,29963,29159,32114,31181,32586,28949,35127,33100,34784,33638,42570,38089,46171,47834,27050,40589,21718,27597,22147,25334,19227,23851,6217,15499,416,3878,0,0,0,0,0,0
Jun-19,분당선,1859,오리,659,6,4277,520,14240,7243,32954,14518,36843,32699,27128,20633,22155,15059,20946,13001,20698,15239,20793,16077,20034,16012,20749,16086,21652,19133,26451,20013,34563,29756,17457,26867,13976,18494,13654,15483,9832,15414,4023,10582,213,3499,0,0,0,0,0,0
Jun-19,분당선,1860,이매,85,2,2720,846,5948,3673,15474,11402,17896,16300,12352,9856,10800,8358,10322,7439,11676,8331,10648,9079,10545,9258,9822,9842,12443,10347,17931,13255,16159,15919,8263,14151,6581,9645,7534,9012,6768,9690,1506,6436,151,1423,0,0,0,0,0,0
Jun-19,분당선,1861,보정,36,5,1203,133,3572,1325,9831,2679,11846,7682,8206,2615,6526,1601,5131,1917,4599,2542,3880,2745,3642,3180,3974,4662,4664,4960,6062,5562,4080,6520,2037,6281,1622,4382,1427,4349,1181,4278,451,2891,60,803,0,0,0,0,0,0
Jun-19,분당선,1862,죽전,1603,7,5027,938,15587,8174,45272,18153,42683,29273,28639,27308,22819,28322,22689,24651,23031,25188,23775,27853,24993,27316,28295,29295,30077,32322,35030,39933,38852,50464,28040,47492,31248,31547,19255,27865,14097,30016,5444,21499,92,11174,0,0,0,0,0,0
